PNG,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,DRAJ2000,DDECJ2000,PNstat,Catalogue,MajDiam,MinDiam,mainClass,subClass,GALEX_IAUName,GALEX_objID,photoExtractID,GALEX_RA,GALEX_DEC,E_bv,glon,glat,fov_radius,nuv_mag,nuv_magerr,fuv_mag,fuv_magerr,nuv_artifact,fuv_artifact,fuv_weight,nuv_weight,NUV_MAGERR_ISO,NUV_MAG_APER_1,NUV_MAG_APER_2,NUV_MAG_ISO,NUV_MAG_APER_3,NUV_MAG_APER_4,NUV_MAG_APER_5,NUV_MAG_APER_6,NUV_MAG_APER_7,NUV_MAGERR_APER_1,NUV_MAGERR_APER_2,NUV_MAGERR_APER_3,NUV_MAGERR_APER_4,NUV_MAGERR_APER_5,NUV_MAGERR_APER_6,NUV_MAGERR_APER_7,NUV_MAG_AUTO,NUV_MAGERR_AUTO,NUV_KRON_RADIUS,NUV_A_IMAGE,NUV_B_IMAGE,NUV_THETA_IMAGE,NUV_ELLIPTICITY,NUV_FWHM_IMAGE,NUV_CLASS_STAR,FUV_MAG_ISO,FUV_MAGERR_ISO,FUV_MAG_APER_1,FUV_MAG_APER_2,FUV_MAG_APER_3,FUV_MAG_APER_4,FUV_MAG_APER_5,FUV_MAG_APER_6,FUV_MAG_APER_7,FUV_MAGERR_APER_1,FUV_MAGERR_APER_2,FUV_MAGERR_APER_3,FUV_MAGERR_APER_4,FUV_MAGERR_APER_5,FUV_MAGERR_APER_6,FUV_MAGERR_APER_7,FUV_MAG_AUTO,FUV_MAGERR_AUTO,FUV_KRON_RADIUS,FUV_A_IMAGE,FUV_B_IMAGE,FUV_THETA_IMAGE,FUV_ELLIPTICITY,FUV_FWHM_IMAGE,FUV_CLASS_STAR,grankdist,ngrankdist,primggroupid,primgid,FUVavg,NUVavg,FUVavgerr,NUVavgerr,gdistancerank,HASHGALEXdist,NUV_DIFF_45
337.4-09.1,Wray~16-266,17,22,37.0,-,52,46,34.46,260.65396,-52.77624,T,1992secg.book.....A,18.0,-999.0,R,a;r;,GALEX~J172237.0-524635,6387030142070293407,6387030142069243904,260.65425,-52.77655,0.216,337.49664,-9.18526,0.543,16.898,0.033,-888.0,-999.0,17,-999,-999.0,62.672,0.033,-0.546,-1.386,-3.19,-2.262,-2.767,-3.047,-3.164,-3.189,0.165,0.097,0.055,0.04,0.034,0.033,0.034,-3.182,0.033,3.5,3.122,2.705,82.422,0.134,5.943,0.017,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387030142070293407,6387030142070293407,-999.0,16.898,-999.0,0.033,0,1.282,0.18
338.0+02.4,PHR~J1629-4505,16,29,5.0,-,45,5,45.1,247.27083,-45.09586,T,2006MNRAS.373...79P,67.0,69.0,E,a;s;,GALEX~J162905.2-450542,6386994953403240069,6386994953402187776,247.27168,-45.09502,1.389,338.004,2.44486,0.577,21.392,0.939,-888.0,-999.0,137,-999,-999.0,38.312,0.441,2.741,2.236,1.298,1.53,1.391,1.162,0.793,0.768,1.064,0.819,0.591,0.738,0.833,0.785,0.991,1.312,0.939,5.217,1.714,0.868,1.23,0.494,7.155,0.968,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6386994953403240069,6386994953403240069,-999.0,21.392,-999.0,0.939,0,3.709,0.128
338.1-04.8,PHR~J1702-4943,17,2,42.0,-,49,43,20.89,255.675,-49.72247,T,2006MNRAS.373...79P,47.0,46.0,R,s;,GALEX~J170242.4-494320,6387030107710556668,6387030107709505536,255.67675,-49.72236,0.723,338.18445,-4.87802,0.435,21.61,0.476,-888.0,-999.0,1,-999,-999.0,64.672,0.346,3.014,2.188,1.509,1.648,1.536,2.077,1.446,1.259,0.894,0.539,0.432,0.518,1.209,0.944,1.032,1.53,0.476,3.5,1.238,0.936,-79.56,0.244,3.152,0.856,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387030107710556668,6387030107710556668,-999.0,21.61,-999.0,0.476,0,4.095,-0.641
338.6+01.1,BMP~J1636-4529,16,36,58.7,-,45,29,29.11,249.24475,-45.49142,T,2008MNRAS.384..525M,11.0,9.0,S,,GALEX~J163658.6-452932,6386994964140655381,6386994964139606016,249.24439,-45.4924,1.602,338.65717,1.15745,0.309,19.737,0.241,-888.0,-999.0,0,-999,-999.0,38.477,0.147,1.456,0.848,-0.759,0.05,-0.402,-0.452,-0.447,-0.742,0.494,0.365,0.23,0.181,0.215,0.275,0.27,-0.343,0.241,3.5,2.278,1.571,-89.746,0.311,11.334,0.969,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6386994964140655381,6386994964140655381,-999.0,19.737,-999.0,0.241,0,3.631,-0.049
339.1+00.9,PHR~J1639-4516,16,39,22.3,-,45,16,35.08,249.8429,-45.27641,T,2006MNRAS.373...79P,38.0,25.0,B,m;r;s;,GALEX~J163922.0-451639,6386994964140656403,6386994964139606016,249.84178,-45.27752,3.659,339.0975,0.98897,0.418,20.597,0.348,-888.0,-999.0,0,-999,-999.0,42.453,0.263,2.462,1.755,0.534,0.817,0.625,0.714,0.646,0.674,0.886,0.633,0.311,0.363,0.494,0.634,0.853,0.517,0.348,3.5,1.908,1.032,54.249,0.459,8.394,0.946,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6386994964140656403,6386994964140656403,-999.0,20.597,-999.0,0.348,0,4.897,-0.188
339.9+88.4,LoTr~5,12,55,33.74,,25,53,30.59,193.89058,25.89183,T,1992secg.book.....A,525.0,510.0,E,a;m;s;,GALEX~J125533.7+255328,6378620997684167010,6378620997683118080,193.89059,25.89131,0.013,339.88861,88.45676,0.567,13.759,0.006,-888.0,-999.0,0,-999,-999.0,98.688,0.006,-2.553,-3.412,-6.364,-4.458,-5.288,-5.767,-5.967,-6.065,0.054,0.032,0.017,0.011,0.008,0.007,0.007,-6.321,0.006,3.5,9.871,7.853,80.72,0.204,9.84,0.284,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,2,6378620997684167010+6374891547658289321,6378620997684167010,-999.0,13.652,-999.0,0.106,1,1.877,0.379
339.9+88.4,LoTr~5,12,55,33.74,,25,53,30.59,193.89058,25.89183,T,1992secg.book.....A,525.0,510.0,E,a;m;s;,GALEX~J125533.7+255328,6374891547658289321,6374891547657240576,193.89067,25.89116,0.013,339.88748,88.4566,0.573,13.546,0.006,-888.0,-999.0,0,-999,-999.0,87.656,0.006,-3.079,-3.912,-6.584,-4.921,-5.649,-6.064,-6.256,-6.343,0.043,0.028,0.015,0.009,0.007,0.007,0.006,-6.534,0.006,3.5,8.276,7.294,73.858,0.119,10.393,0.594,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6378620997684167010,-999.0,-999.0,-999.0,-999.0,-99,2.419,0.315
339.9+88.4,LoTr~5,12,55,33.74,,25,53,30.59,193.89058,25.89183,T,1992secg.book.....A,525.0,510.0,E,a;m;s;,GALEX~J125533.7+255333,6378620997718773866,6378620997716672512,193.89052,25.89251,0.013,339.91342,88.45776,0.572,-999.0,-999.0,12.3,0.006,0,0,71.219,74.219,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-6.579,1.4351065939968E13,-4.5,-5.228,-5.937,-6.298,-6.416,-6.455,-6.476,0.022,0.014,0.008,0.007,0.006,0.006,0.006,-6.52,0.006,3.5,7.179,5.9,82.056,0.178,3.554,0.997,2,-99,,6374891547692896303,-999.0,-999.0,-999.0,-999.0,-99,2.465,-0.1
339.9+88.4,LoTr~5,12,55,33.74,,25,53,30.59,193.89058,25.89183,T,1992secg.book.....A,525.0,510.0,E,a;m;s;,GALEX~J125533.6+255332,6374891547726450737,6374891547724349440,193.8901,25.89244,0.013,339.90027,88.45793,0.568,-999.0,-999.0,12.354,0.007,136,256,54.914,66.75,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-6.546,0.007,-3.856,-4.672,-5.585,-6.138,-6.324,-6.371,-6.392,0.042,0.021,0.012,0.009,0.008,0.008,0.007,-6.466,0.007,3.5,11.686,7.576,21.453,0.352,6.989,0.992,3,-99,,6374891547692896303,-999.0,-999.0,-999.0,-999.0,-99,2.687,-0.1
339.9+88.4,LoTr~5,12,55,33.74,,25,53,30.59,193.89058,25.89183,T,1992secg.book.....A,525.0,510.0,E,a;m;s;,GALEX~J125533.9+255329,6374891547691843836,6374891547690795008,193.8914,25.89166,0.013,339.91806,88.4566,0.556,13.509,0.006,-999.0,-999.0,0,0,62.438,71.594,0.006,-3.105,-3.95,-6.632,-5.003,-5.761,-6.152,-6.332,-6.413,0.047,0.03,0.016,0.01,0.008,0.007,0.007,-6.571,0.006,3.5,7.432,6.909,-4.376,0.07,7.748,0.043,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,2,6374891547691843836+6378620997717721609,6374891547691843836,-999.0,13.75,-999.0,0.242,2,2.732,0.291
339.9+88.4,LoTr~5,12,55,33.74,,25,53,30.59,193.89058,25.89183,T,1992secg.book.....A,525.0,510.0,E,a;m;s;,GALEX~J125533.8+255332,6378620997753373299,6378620997750226944,193.8911,25.89248,0.013,339.92822,88.45743,0.571,14.174,0.008,12.457,0.006,0,256,86.156,75.969,0.008,-1.767,-2.676,-5.944,-3.749,-4.574,-5.047,-5.308,-5.472,0.088,0.053,0.027,0.017,0.013,0.011,0.01,-5.906,0.008,3.5,9.519,9.215,-67.397,0.032,10.683,0.03,-6.432,0.006,-4.104,-4.821,-5.623,-6.079,-6.235,-6.28,-6.303,0.025,0.016,0.009,0.007,0.006,0.006,0.006,-6.363,0.006,3.5,8.337,6.367,-66.962,0.236,4.294,0.997,4,-99,+6374891547725398250,6374891547692896303,-999.0,-999.0,-999.0,-999.0,-99,2.886,0.373
339.9+88.4,LoTr~5,12,55,33.74,,25,53,30.59,193.89058,25.89183,T,1992secg.book.....A,525.0,510.0,E,a;m;s;,GALEX~J125534.0+255330,6378620997717721609,6378620997716672512,193.89169,25.8918,0.013,339.92889,88.45657,0.572,13.992,0.008,-999.0,-999.0,0,0,70.281,74.406,0.008,-2.143,-3.04,-6.126,-4.083,-4.87,-5.317,-5.571,-5.729,0.077,0.044,0.024,0.015,0.011,0.01,0.009,-6.088,0.008,3.5,9.429,8.392,-7.964,0.11,11.358,0.041,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6374891547691843836,-999.0,-999.0,-999.0,-999.0,-99,3.582,0.347
339.9+88.4,LoTr~5,12,55,33.74,,25,53,30.59,193.89058,25.89183,T,1992secg.book.....A,525.0,510.0,E,a;m;s;,GALEX~J125533.5+255333,6374891547692896303,6374891547690795008,193.8898,25.89264,0.013,339.89691,88.45825,0.554,-999.0,-999.0,12.85,0.009,0,0,61.953,71.734,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-6.059,5.789438705664E12,-2.576,-3.4,-4.461,-5.274,-5.647,-5.75,-5.794,0.058,0.042,0.023,0.013,0.01,0.01,0.01,-5.97,0.009,3.5,14.976,9.15,29.86,0.389,11.644,0.996,1,4,6374891547692896303+6378620997718773866+6374891547726450737+6378620997753373299,6374891547692896303,12.49,14.174,0.215,-999.0,3,3.868,-0.1
339.9+88.4,LoTr~5,12,55,33.74,,25,53,30.59,193.89058,25.89183,T,1992secg.book.....A,525.0,510.0,E,a;m;s;,GALEX~J125534.0+255332,6374891547725398250,6374891547724349440,193.8917,25.89245,0.013,339.9437,88.45708,0.569,13.836,0.008,-999.0,-999.0,136,256,54.93,66.594,0.008,-2.493,-3.338,-6.296,-4.378,-5.187,-5.653,-5.852,-5.959,0.065,0.04,0.022,0.013,0.01,0.009,0.009,-6.244,0.008,3.5,8.989,8.336,73.778,0.073,9.104,0.053,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,-99,6374891547725398250,6374891547725398250,-999.0,13.836,-999.0,0.008,4,4.263,0.366
340.4-14.1,Sa~1-6,18,0,59.4,-,52,44,20.15,270.24744,-52.73893,T,1992secg.book.....A,11.0,-999.0,B,a;m;,GALEX~J180059.3-524420,6384180163943334628,6384180163940188160,270.24743,-52.73894,0.132,340.48187,-14.19702,0.469,16.063,0.02,16.069,0.029,17,0,95.516,76.391,0.02,-1.716,-2.561,-4.051,-3.366,-3.79,-3.944,-3.995,-4.027,0.091,0.051,0.03,0.023,0.021,0.02,0.02,-4.017,0.02,3.5,3.145,2.497,7.506,0.206,4.235,0.985,-2.766,0.029,-0.79,-1.479,-2.23,-2.597,-2.713,-2.747,-2.769,0.106,0.067,0.041,0.032,0.03,0.029,0.029,-2.751,0.029,3.5,2.679,2.159,-7.39,0.194,3.824,0.982,2,-99,,6384180163909780242,-999.0,-999.0,-999.0,-999.0,-99,0.055,0.054
340.4-14.1,Sa~1-6,18,0,59.4,-,52,44,20.15,270.24744,-52.73893,T,1992secg.book.....A,11.0,-999.0,B,a;m;,GALEX~J180059.4-524420,6384180163909780242,6384180163906633728,270.24777,-52.73895,0.132,340.48196,-14.19721,0.468,16.36,0.021,16.387,0.031,17,256,108.219,85.719,0.021,-1.554,-2.319,-3.746,-3.055,-3.483,-3.648,-3.706,-3.727,0.088,0.051,0.032,0.024,0.022,0.021,0.022,-3.72,0.021,3.5,3.018,2.432,-42.532,0.194,4.656,0.981,-2.455,0.031,-0.738,-1.443,-2.056,-2.325,-2.412,-2.443,-2.469,0.102,0.061,0.04,0.033,0.031,0.031,0.031,-2.433,0.031,3.5,2.237,2.16,-42.023,0.034,3.27,0.983,1,2,6384180163909780242+6384180163943334628,6384180163909780242,16.228,16.212,0.159,0.148,0,0.728,0.065
340.9-04.6,WRAY~15-1633,17,11,27.4,-,47,25,1.6,257.86404,-47.41711,T,1992secg.book.....A,-999.0,-999.0,S,,GALEX~J171127.5-472502,6387030096973138700,6387030096972087296,257.86494,-47.41723,0.898,340.90723,-4.66259,0.252,21.873,0.591,-888.0,-999.0,0,-999,-999.0,54.641,0.391,3.181,2.032,1.695,1.629,1.98,1.644,0.972,1.131,1.283,0.529,0.465,0.901,0.966,0.72,1.078,1.793,0.591,3.5,1.033,0.743,16.22,0.28,2.626,0.612,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387030096973138700,6387030096973138700,-999.0,21.873,-999.0,0.591,0,2.225,0.236
341.2-24.6,Lo~18,19,9,47.75,-,55,35,10.7,287.44896,-55.58631,T,1992secg.book.....A,55.0,41.0,E,a;m;r;,GALEX~J190947.9-553510,6384004240975594099,6384004240972447744,287.44959,-55.58624,0.076,341.22144,-24.60944,0.458,17.921,0.068,18.341,0.091,1,0,93.828,86.594,0.054,1.376,0.608,-2.049,-0.145,-0.677,-0.865,-1.037,-1.236,0.355,0.195,0.123,0.093,0.088,0.087,0.086,-2.159,0.068,3.5,8.824,6.633,26.83,0.248,29.193,0.027,-0.564,0.085,1.23,0.524,-0.028,-0.164,-0.303,-0.427,-0.55,0.262,0.173,0.11,0.104,0.098,0.093,0.092,-0.479,0.091,4.188,3.033,1.805,-17.529,0.405,5.686,0.984,0,1,6384004240975594099,6384004240975594099,18.341,17.921,0.091,0.068,1,1.297,0.089
341.2-24.6,Lo~18,19,9,47.75,-,55,35,10.7,287.44896,-55.58631,T,1992secg.book.....A,55.0,41.0,E,a;m;r;,GALEX~J190947.7-553513,6384004252820313063,6384004252817162240,287.44913,-55.58704,0.076,341.22052,-24.60936,0.583,17.594,0.062,18.615,0.114,1,0,83.672,80.75,0.049,2.049,1.1,-2.321,0.164,-0.482,-0.915,-1.327,-1.577,0.565,0.274,0.159,0.111,0.091,0.077,0.071,-2.486,0.062,3.772,9.806,7.278,39.996,0.258,35.108,0.026,-0.301,0.106,1.562,0.827,0.202,-0.016,-0.181,-0.207,-0.323,0.376,0.224,0.139,0.127,0.115,0.117,0.117,-0.205,0.114,4.092,2.091,1.823,3.067,0.129,6.276,0.988,1,2,6384004252820313063+6384004252786758731,6384004252820313063,19.038,17.916,0.423,0.323,2,2.634,0.333
341.2-24.6,Lo~18,19,9,47.75,-,55,35,10.7,287.44896,-55.58631,T,1992secg.book.....A,55.0,41.0,E,a;m;r;,GALEX~J190947.8-553514,6384004252786758731,6384004252783607808,287.44918,-55.58748,0.076,341.22003,-24.60949,0.599,18.239,0.097,19.461,0.23,33,32,37.836,45.188,1.21501712279142E15,3.215,2.209,-1.626,1.01,0.128,-0.728,-1.079,-1.314,1.401,0.652,0.348,0.245,0.149,0.122,0.114,-1.841,0.097,4.017,7.954,3.63,-56.952,0.544,25.454,0.526,0.552,7.86790495551488E15,4.716,2.993,2.142,1.11,0.793,0.632,0.661,3.28,0.883,0.487,0.309,0.248,0.226,0.257,0.641,0.23,4.043,3.163,1.476,-64.254,0.533,12.951,0.983,2,-99,,6384004252820313063,-999.0,-999.0,-999.0,-999.0,-99,4.245,0.756
341.6+13.7,NGC~6026,16,1,21.1,-,34,32,36.64,240.33778,-34.54351,T,1992secg.book.....A,53.0,45.5,E,a;s;,GALEX~J160121.1-343237,6387769014958952686,6387769014956851200,240.338,-34.54366,0.347,341.60471,13.70383,0.584,-999.0,-999.0,13.586,0.01,17,0,59.133,68.75,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-5.302,1.644976668672E13,-3.295,-4.012,-4.718,-5.058,-5.155,-5.192,-5.222,0.034,0.021,0.013,0.011,0.01,0.01,0.01,-5.234,0.01,3.5,3.92,3.347,-81.767,0.146,3.635,0.976,0,1,6387769014958952686,6387769014958952686,13.586,-999.0,0.01,-999.0,1,0.843,-0.1
341.6+13.7,NGC~6026,16,1,21.1,-,34,32,36.64,240.33778,-34.54351,T,1992secg.book.....A,53.0,45.5,E,a;s;,GALEX~J160121.1-343234,6387769014992506826,6387769014990405632,240.33815,-34.54297,0.347,341.60529,13.70426,0.594,-999.0,-999.0,13.599,0.012,17,256,59.328,55.375,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-5.279,1.1882974937088E13,-3.426,-4.112,-4.803,-5.084,-5.156,-5.19,-5.221,0.039,0.025,0.016,0.013,0.012,0.012,0.012,-5.221,0.012,3.5,3.343,3.172,-66.691,0.051,3.465,0.999,0,1,6387769014992506826,6387769014992506826,13.599,-999.0,0.012,-999.0,2,2.248,-0.1
341.6+13.7,NGC~6026,16,1,21.1,-,34,32,36.64,240.33778,-34.54351,T,1992secg.book.....A,53.0,45.5,E,a;s;,GALEX~J160121.2-343239,6387769014991456544,6387769014990405632,240.33855,-34.54428,0.347,341.60464,13.70307,0.593,14.57,0.012,-999.0,-999.0,17,256,60.734,55.984,3.561104605184E13,-2.037,-2.831,-5.539,-3.766,-4.429,-4.841,-5.065,-5.217,0.087,0.056,0.03,0.02,0.016,0.014,0.013,-5.51,0.012,3.5,7.973,6.605,-75.377,0.172,9.014,0.029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387769014991456544,6387769014991456544,-999.0,14.57,-999.0,0.012,3,3.584,0.313
341.6+13.7,NGC~6026,16,1,21.1,-,34,32,36.64,240.33778,-34.54351,T,1992secg.book.....A,53.0,45.5,E,a;s;,GALEX~J160120.7-343237,6387769014957902346,6387769014956851200,240.33657,-34.54375,0.347,341.60376,13.70456,0.585,14.171,0.008,-999.0,-999.0,17,0,58.672,68.844,0.008,-2.233,-3.061,-5.959,-4.046,-4.869,-5.388,-5.617,-5.726,0.07,0.044,0.024,0.015,0.011,0.01,0.009,-5.909,0.008,3.5,7.048,6.682,-83.511,0.052,9.598,0.244,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387769014957902346,6387769014957902346,-999.0,14.171,-999.0,0.008,4,3.688,0.419
341.6-03.8,Kn~91,17,10,9.7,-,46,16,57.0,257.54042,-46.2825,P,PRC15,6.0,5.0,,,GALEX~J171009.6-461657,6387030081940750433,6387030081939701760,257.54008,-46.28274,1.831,341.69482,-3.81438,0.54,21.07,0.346,-888.0,-999.0,1,-999,-999.0,56.633,0.432,2.583,2.286,1.72,1.637,1.242,1.172,1.468,1.166,0.688,0.663,0.486,0.461,0.601,1.047,1.058,0.99,0.346,3.572,1.5,0.764,0.139,0.491,4.69,0.636,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387030081940750433,6387030081940750433,-999.0,21.07,-999.0,0.346,0,1.215,-0.03
341.8+05.4,NGC~6153,16,31,30.5,-,40,15,12.6,247.877,-40.2535,T,1992secg.book.....A,27.0,24.2,E,m;s;,GALEX~J163130.6-401511,6386994946960785694,6386994946959736832,247.87762,-40.25332,1.372,341.84494,5.43825,0.555,16.718,0.031,-888.0,-999.0,0,-999,-999.0,74.516,0.029,0.267,-0.591,-3.379,-1.551,-2.32,-2.825,-3.154,-3.306,0.226,0.134,0.077,0.049,0.038,0.032,0.03,-3.362,0.031,3.5,4.606,4.438,64.421,0.036,11.718,0.029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,2,6386994946960785694+6386994936223368120,6386994946960785694,-999.0,16.684,-999.0,0.033,0,1.825,0.405
341.8+05.4,NGC~6153,16,31,30.5,-,40,15,12.6,247.877,-40.2535,T,1992secg.book.....A,27.0,24.2,E,m;s;,GALEX~J163130.6-401514,6386994936223368120,6386994936222318592,247.87752,-40.25389,1.372,341.84445,5.43792,0.571,16.651,0.033,-888.0,-999.0,17,-999,-999.0,53.523,0.032,-0.063,-0.855,-3.454,-1.726,-2.373,-2.9,-3.228,-3.377,0.228,0.128,0.079,0.055,0.042,0.035,0.033,-3.429,0.033,3.5,4.487,4.241,81.88,0.055,10.799,0.029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6386994946960785694,-999.0,-999.0,-999.0,-999.0,-99,1.999,0.426
342.0-01.7,PHR~J1702-4443,17,2,4.3,-,44,43,20.06,255.51794,-44.72224,T,2006MNRAS.373...79P,90.0,63.0,E,a;s;,GALEX~J170204.2-444317,6387030069055849550,6387030069054799872,255.51764,-44.72144,2.61,342.08908,-1.74283,0.391,21.431,0.457,-888.0,-999.0,0,-999,-999.0,52.859,0.39,2.835,2.453,1.581,1.812,1.141,1.255,1.505,2.039,0.847,0.718,0.546,0.4,0.582,0.983,2.133,1.351,0.457,3.5,1.533,0.95,87.86,0.38,5.522,0.87,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387030069055849550,6387030069055849550,-999.0,21.431,-999.0,0.457,0,2.977,-0.213
342.1+27.5,Me~2-1,15,22,19.3,-,23,37,31.33,230.58031,-23.62537,T,1992secg.book.....A,8.9,8.6,E,m;r;s;,GALEX~J152219.2-233732,6383159841882374746,6383159841879228416,230.58002,-23.62558,0.142,342.13837,27.53166,0.475,14.349,0.009,13.452,0.012,0,128,54.406,73.844,0.009,-2.949,-3.807,-5.786,-4.707,-5.333,-5.587,-5.666,-5.703,0.054,0.029,0.017,0.012,0.01,0.009,0.009,-5.731,0.009,3.5,4.793,4.333,12.41,0.096,6.386,0.669,-5.407,0.012,-3.053,-3.822,-4.638,-5.111,-5.275,-5.338,-5.367,0.057,0.032,0.019,0.014,0.013,0.012,0.012,-5.368,0.012,3.5,3.871,3.0,64.676,0.225,4.361,0.996,1,2,6383159841882374746+6383159842920465294,6383159841882374746,13.452,14.345,0.012,0.005,1,1.223,0.155
