PNG,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,DRAJ2000,DDECJ2000,PNstat,Catalogue,MajDiam,MinDiam,mainClass,subClass,GALEX_IAUName,GALEX_objID,photoExtractID,GALEX_RA,GALEX_DEC,E_bv,glon,glat,fov_radius,nuv_mag,nuv_magerr,fuv_mag,fuv_magerr,nuv_artifact,fuv_artifact,fuv_weight,nuv_weight,NUV_MAGERR_ISO,NUV_MAG_APER_1,NUV_MAG_APER_2,NUV_MAG_ISO,NUV_MAG_APER_3,NUV_MAG_APER_4,NUV_MAG_APER_5,NUV_MAG_APER_6,NUV_MAG_APER_7,NUV_MAGERR_APER_1,NUV_MAGERR_APER_2,NUV_MAGERR_APER_3,NUV_MAGERR_APER_4,NUV_MAGERR_APER_5,NUV_MAGERR_APER_6,NUV_MAGERR_APER_7,NUV_MAG_AUTO,NUV_MAGERR_AUTO,NUV_KRON_RADIUS,NUV_A_IMAGE,NUV_B_IMAGE,NUV_THETA_IMAGE,NUV_ELLIPTICITY,NUV_FWHM_IMAGE,NUV_CLASS_STAR,FUV_MAG_ISO,FUV_MAGERR_ISO,FUV_MAG_APER_1,FUV_MAG_APER_2,FUV_MAG_APER_3,FUV_MAG_APER_4,FUV_MAG_APER_5,FUV_MAG_APER_6,FUV_MAG_APER_7,FUV_MAGERR_APER_1,FUV_MAGERR_APER_2,FUV_MAGERR_APER_3,FUV_MAGERR_APER_4,FUV_MAGERR_APER_5,FUV_MAGERR_APER_6,FUV_MAGERR_APER_7,FUV_MAG_AUTO,FUV_MAGERR_AUTO,FUV_KRON_RADIUS,FUV_A_IMAGE,FUV_B_IMAGE,FUV_THETA_IMAGE,FUV_ELLIPTICITY,FUV_FWHM_IMAGE,FUV_CLASS_STAR,grankdist,ngrankdist,primggroupid,primgid,FUVavg,NUVavg,FUVavgerr,NUVavgerr,gdistancerank,HASHGALEXdist,NUV_DIFF_45
001.2+02.8,PPA~J1737-2621,17,37,30.3,-,26,21,43.92,264.37623,-26.3622,P,2006MNRAS.373...79P,9.0,6.5,S,,GALEX~J173730.6-262142,3734682558828384184,3734682558827331584,264.37758,-26.36178,1.66,1.23878,2.88408,0.342,22.942,0.558,-888.0,-999.0,0,-999,-999.0,1070.0,0.208,4.674,4.293,2.36,4.0,3.042,2.642,2.876,3.037,0.529,0.5,0.6,0.385,0.387,0.666,1.038,2.862,0.558,3.613,3.112,1.274,-31.195,0.591,11.935,0.936,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,3734682558828384184,3734682558828384184,-999.0,22.942,-999.0,0.558,2,4.615,0.3
001.9+08.2,PM~1-139,17,19,26.2,-,22,48,11.52,259.85901,-22.8032,T,2002AN....323...57K,11.0,-999.0,R,r;,GALEX~J171926.2-224815,6383230222368508074,6383230222367457280,259.85943,-22.80419,0.851,1.96559,8.26962,0.416,20.854,0.313,-888.0,-999.0,0,-999,-999.0,76.062,0.288,3.363,2.868,1.12,1.807,1.069,0.876,0.881,1.349,0.984,0.88,0.461,0.319,0.366,0.482,0.964,0.774,0.313,3.5,2.075,1.364,45.525,0.342,7.753,0.971,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6383230222368508074,6383230222368508074,-999.0,20.854,-999.0,0.313,0,3.831,0.092
002.0-02.1,MPA1758-2816,17,58,50.4,-,28,16,53.04,269.70999,-28.2814,P,MIRPNc,-999.0,-999.0,S,,GALEX~J175850.4-281656,3736441777432823557,3736441777431773184,269.71029,-28.28247,1.251,2.04097,-2.16424,0.586,21.465,0.466,-888.0,-999.0,17,-999,-999.0,247.562,0.185,3.7,2.69,1.012,1.674,1.154,1.269,1.333,1.006,0.799,0.416,0.242,0.219,0.34,0.495,0.484,1.385,0.466,4.216,2.157,1.514,61.471,0.298,10.825,0.982,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,3736441777432823557,3736441777432823557,-999.0,21.465,-999.0,0.466,0,3.983,-0.214
002.0-06.2,M~2-33,18,15,6.5,-,30,15,32.9,273.77722,-30.25914,T,1992secg.book.....A,5.4,5.0,E,m;,GALEX~J181506.5-301533,6388050489934611545,6388050489933561856,273.77715,-30.25918,0.27,2.02296,-6.22488,0.356,15.284,0.017,-888.0,-999.0,17,-999,-999.0,52.805,0.017,-2.653,-3.398,-4.817,-4.195,-4.598,-4.718,-4.773,-4.813,0.067,0.042,0.025,0.019,0.018,0.017,0.017,-4.796,0.017,3.5,3.132,2.494,-55.992,0.204,4.255,0.987,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6388050489934611545,6388050489934611545,-999.0,15.284,-999.0,0.017,0,0.252,0.02
002.0-13.4,IC~4776,18,45,50.7,-,33,20,33.79,281.46135,-33.34272,T,1992secg.book.....A,8.5,4.0,B,m;,GALEX~J184550.7-332033,6379887719904974283,6379887719903920128,281.4616,-33.34254,0.115,2.10066,-13.44387,0.412,13.749,0.007,-888.0,-999.0,256,-999,-999.0,76.938,0.007,-3.031,-3.881,-6.41,-4.92,-5.694,-6.036,-6.151,-6.206,0.053,0.028,0.015,0.01,0.008,0.007,0.007,-6.331,0.007,3.5,9.469,5.935,-84.46,0.373,8.661,0.228,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6379887719904974283,6379887719904974283,-999.0,13.749,-999.0,0.007,1,0.987,0.242
002.0-13.4,IC~4776,18,45,50.7,-,33,20,33.79,281.46135,-33.34272,T,1992secg.book.....A,8.5,4.0,B,m;,GALEX~J184550.7-332029,6379887722052457612,6379887722051403776,281.46142,-33.34164,0.111,2.10144,-13.44337,0.575,13.94,0.007,-888.0,-999.0,17,-999,-999.0,80.406,0.007,-2.582,-3.453,-6.197,-4.403,-5.15,-5.616,-5.84,-5.932,0.062,0.034,0.019,0.013,0.01,0.008,0.008,-6.14,0.007,3.5,10.74,6.527,-87.991,0.392,10.705,0.275,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6379887722052457612,6379887722052457612,-999.0,13.94,-999.0,0.007,2,3.89,0.365
002.1-00.9,K~5-35,17,54,18.8,-,27,36,36.0,268.5783,-27.61,L,2006MNRAS.373...79P,6.0,6.0,S,,GALEX~J175418.7-273635,3736089933745489123,3736089933744439296,268.57819,-27.60987,6.133,2.12084,-0.96167,0.31,20.707,0.142,-888.0,-999.0,0,-999,-999.0,453.188,0.1,2.718,2.028,0.637,1.139,0.764,0.727,0.666,0.675,0.232,0.168,0.103,0.098,0.129,0.167,0.222,0.627,0.142,3.5,2.736,1.672,-40.672,0.389,11.994,0.734,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,3736089933711934819,-999.0,-999.0,-999.0,-999.0,-99,0.588,-0.063
002.1-00.9,K~5-35,17,54,18.8,-,27,36,36.0,268.5783,-27.61,L,2006MNRAS.373...79P,6.0,6.0,S,,GALEX~J175418.8-273636,6388050475975967771,6388050475974918144,268.57853,-27.61019,6.133,2.12071,-0.9621,0.321,20.272,0.232,-888.0,-999.0,0,-999,-999.0,84.438,0.158,2.096,1.468,0.066,0.732,0.236,0.228,0.317,0.113,0.457,0.325,0.222,0.179,0.227,0.322,0.348,0.192,0.232,3.5,2.129,1.747,-65.574,0.179,9.43,0.469,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,3,-99,,3736089933711934819,-999.0,-999.0,-999.0,-999.0,-99,1.015,-0.092
002.1-00.9,K~5-35,17,54,18.8,-,27,36,36.0,268.5783,-27.61,L,2006MNRAS.373...79P,6.0,6.0,S,,GALEX~J175418.8-273634,3736089933711934819,3736089933710884864,268.57854,-27.60963,6.133,2.1212,-0.96182,0.306,20.325,0.103,-888.0,-999.0,0,-999,-999.0,501.75,0.082,2.222,1.539,0.307,0.867,0.557,0.448,0.324,0.329,0.182,0.117,0.083,0.082,0.1,0.119,0.157,0.245,0.103,3.5,2.686,1.871,36.127,0.304,10.003,0.943,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,3,3736089933711934819+3736089933745489123+6388050475975967771,3736089933711934819,-999.0,20.434,-999.0,0.194,0,1.54,0.009
002.1-02.2,M~3-20,17,59,19.3,-,28,13,48.04,269.83051,-28.23001,T,1992secg.book.....A,6.6,6.6,B,,GALEX~J175919.2-281348,3736441777432823966,3736441777431773184,269.83035,-28.23008,1.287,2.1391,-2.22992,0.468,21.206,0.215,-888.0,-999.0,153,-999,-999.0,461.062,0.144,2.958,2.29,1.067,1.619,1.186,1.072,1.405,1.261,0.318,0.219,0.169,0.163,0.208,0.387,0.454,1.126,0.215,3.5,1.972,1.474,-75.606,0.252,7.481,0.842,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,2,3736441777432823966+3736441777466378331,3736441777432823966,-999.0,21.144,-999.0,0.062,0,0.563,0.014
002.1-02.2,M~3-20,17,59,19.3,-,28,13,48.04,269.83051,-28.23001,T,1992secg.book.....A,6.6,6.6,B,,GALEX~J175919.3-281348,3736441777466378331,3736441777465327616,269.83064,-28.23023,1.287,2.13909,-2.23021,0.478,21.083,0.199,-888.0,-999.0,17,-999,-999.0,430.0,0.127,3.013,2.304,0.903,1.443,0.996,0.979,1.069,1.084,0.312,0.224,0.149,0.139,0.191,0.285,0.385,1.003,0.199,3.5,2.014,1.528,-70.2,0.241,7.864,0.744,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,3736441777432823966,-999.0,-999.0,-999.0,-999.0,-99,0.905,-0.083
002.1-04.2,H~1-54,18,7,7.2,-,29,13,6.35,271.78015,-29.21843,T,1992secg.book.....A,1.9,1.6,B,m;p;s;,GALEX~J180707.2-291308,6388050482451972615,6388050482450923520,271.78015,-29.21904,0.846,2.11467,-4.20498,0.493,18.246,0.079,-888.0,-999.0,17,-999,-999.0,66.766,0.07,0.624,-0.216,-1.787,-1.035,-1.406,-1.581,-1.703,-1.755,0.287,0.17,0.097,0.079,0.078,0.083,0.094,-1.834,0.079,3.5,4.123,1.82,68.652,0.558,13.083,0.154,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6388050482451972615,6388050482451972615,-999.0,18.246,-999.0,0.079,0,2.209,0.075
002.1-08.3,PPA~J1824-3107,18,24,21.7,-,31,7,9.59,276.09062,-31.11933,L,2006MNRAS.373...79P,9.0,7.0,S,,GALEX~J182421.7-310709,6379887727421164845,6379887727420112896,276.09062,-31.11931,0.248,2.17184,-8.38721,0.075,17.397,0.046,-888.0,-999.0,0,-999,-999.0,57.289,0.044,-0.872,-1.554,-2.718,-2.238,-2.573,-2.662,-2.688,-2.7,0.137,0.09,0.057,0.046,0.045,0.047,0.05,-2.683,0.046,3.5,2.348,2.203,37.739,0.062,3.676,0.983,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6379887727421164845,6379887727421164845,-999.0,17.397,-999.0,0.046,0,0.08,-0.01
002.2-02.7,M~2-23,18,1,42.6,-,28,25,43.9,270.42755,-28.42886,T,1992secg.book.....A,4.0,4.0,E,m;,GALEX~J180142.7-282544,3736441777432822516,3736441777431773184,270.42795,-28.42909,0.887,2.22659,-2.78549,0.446,18.174,0.029,-888.0,-999.0,257,-999,-999.0,440.0,0.027,0.349,-0.443,-1.947,-1.236,-1.638,-1.766,-1.85,-1.914,0.085,0.052,0.031,0.025,0.025,0.027,0.031,-1.906,0.029,3.5,3.187,2.85,73.784,0.106,4.943,0.911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,2,3736441777432822516+3736441777466376848,3736441777432822516,-999.0,18.207,-999.0,0.033,0,1.501,0.028
002.2-02.7,M~2-23,18,1,42.6,-,28,25,43.9,270.42755,-28.42886,T,1992secg.book.....A,4.0,4.0,E,m;,GALEX~J180142.7-282545,3736441777466376848,3736441777465327616,270.42794,-28.4293,0.887,2.2264,-2.78558,0.445,18.24,0.027,-888.0,-999.0,1,-999,-999.0,429.688,0.025,0.276,-0.525,-1.866,-1.238,-1.641,-1.756,-1.81,-1.853,0.081,0.045,0.029,0.024,0.024,0.027,0.031,-1.84,0.027,3.5,3.318,2.007,58.895,0.395,5.686,0.982,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,3736441777432822516,-999.0,-999.0,-999.0,-999.0,-99,1.986,0.015
002.2-09.4,Cn~1-5,18,29,11.65,-,31,29,59.2,277.29854,-31.49978,T,1992secg.book.....A,7.2,6.0,B,m;r;s;,GALEX~J182911.6-312960,3737849152349933547,3737849152348880896,277.29846,-31.5,0.231,2.29114,-9.48079,0.252,15.102,0.004,-888.0,-999.0,0,-999,-999.0,731.875,0.004,-2.537,-3.322,-5.025,-4.164,-4.658,-4.83,-4.882,-4.917,0.018,0.011,0.007,0.005,0.004,0.004,0.004,-4.978,0.004,3.5,4.935,4.031,-44.117,0.183,5.017,0.974,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,3737849152316379617,-999.0,-999.0,-999.0,-999.0,-99,0.824,0.072
002.2-09.4,Cn~1-5,18,29,11.65,-,31,29,59.2,277.29854,-31.49978,T,1992secg.book.....A,7.2,6.0,B,m;r;s;,GALEX~J182911.6-313000,3737849152316379617,3737849152315326464,277.29855,-31.50004,0.231,2.29114,-9.48088,0.238,15.08,0.004,-888.0,-999.0,0,-999,-999.0,852.5,0.004,-2.41,-3.256,-5.051,-4.131,-4.662,-4.849,-4.9,-4.933,0.019,0.011,0.006,0.005,0.004,0.004,0.004,-5.0,0.004,3.5,4.96,4.415,-41.751,0.11,6.014,0.993,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,3,3737849152316379617+3737849152349933547+6379887728494905248,3737849152316379617,-999.0,15.099,-999.0,0.014,0,0.932,0.087
002.2-09.4,Cn~1-5,18,29,11.65,-,31,29,59.2,277.29854,-31.49978,T,1992secg.book.....A,7.2,6.0,B,m;r;s;,GALEX~J182911.5-312959,6379887728494905248,6379887728493854720,277.29821,-31.49979,0.231,2.29124,-9.48051,0.25,15.115,0.015,-888.0,-999.0,0,-999,-999.0,63.984,0.014,-2.632,-3.421,-5.016,-4.231,-4.701,-4.853,-4.906,-4.937,0.066,0.037,0.023,0.017,0.015,0.015,0.015,-4.965,0.015,3.5,4.364,2.843,-38.308,0.349,4.713,0.998,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,3,-99,,3737849152316379617,-999.0,-999.0,-999.0,-999.0,-99,1.025,0.052
002.3-05.9,PPA~J1814-2951,18,14,26.7,-,29,51,47.02,273.61135,-29.86306,L,2006MNRAS.373...79P,14.0,12.0,E,,GALEX~J181426.7-295145,6388050489934614333,6388050489933561856,273.61139,-29.86265,0.318,2.30774,-5.91243,0.07,17.715,0.066,-888.0,-999.0,17,-999,-999.0,47.312,0.059,-0.014,-0.946,-2.459,-1.716,-2.14,-2.29,-2.339,-2.336,0.28,0.134,0.083,0.065,0.063,0.067,0.077,-2.365,0.066,3.5,3.009,2.006,-54.974,0.333,9.997,0.929,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6388050489934614333,6388050489934614333,-999.0,17.715,-999.0,0.066,0,1.474,0.05
002.4+02.1,PHR~J1743-2541,17,43,13.1,-,25,41,38.83,265.80457,-25.69412,T,2006MNRAS.373...79P,13.0,11.0,E,a;m;s;,GALEX~J174312.7-254137,3735315877525979553,3735315877524930560,265.80327,-25.69383,1.51,2.4849,2.15092,0.6,23.551,0.704,-888.0,-999.0,185,-999,-999.0,566.375,0.412,5.245,4.905,3.387,3.411,3.548,4.645,3.392,2.946,1.22,1.219,0.5,0.854,3.42,1.526,1.351,3.471,0.704,3.5,1.359,0.768,-29.485,0.435,6.091,0.749,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,3735315877525979553,3735315877525979553,-999.0,23.551,-999.0,0.704,0,4.341,-1.197
002.4-03.7,M~1-38,18,6,5.734,-,28,40,30.001,271.52389,-28.675,T,1992secg.book.....A,3.5,3.5,S,,GALEX~J180605.7-284029,6388050482451975903,6388050482450923520,271.52389,-28.67482,0.729,2.48331,-3.74539,0.465,17.161,0.042,-888.0,-999.0,1,-999,-999.0,59.594,0.04,-0.697,-1.514,-2.936,-2.299,-2.719,-2.825,-2.877,-2.951,0.165,0.092,0.056,0.042,0.041,0.043,0.044,-2.919,0.042,3.5,3.119,2.137,-80.93,0.315,5.142,0.992,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6388050482451975903,6388050482451975903,-999.0,17.161,-999.0,0.042,0,0.648,0.006
002.4-06.4,Pa~J1817.1-2959,18,17,9.34,-,29,59,4.0,274.28892,-29.98444,P,DSH,30.0,-999.0,,,GALEX~J181709.3-295900,6388050489934613237,6388050489933561856,274.2891,-29.98358,0.273,2.47588,-6.48834,0.588,20.596,0.371,-888.0,-999.0,1,-999,-999.0,50.789,0.274,2.298,1.708,0.541,0.7,0.519,0.378,0.506,1.013,0.697,0.572,0.292,0.324,0.383,0.586,1.205,0.516,0.371,3.5,1.57,1.357,26.777,0.135,5.914,0.974,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6388050489934613237,6388050489934613237,-999.0,20.596,-999.0,0.371,0,3.156,0.041
002.5-01.7,Pe~2-11,17,58,31.2,-,27,37,5.38,269.63007,-27.61816,T,1992secg.book.....A,7.8,6.5,R,p;s;,GALEX~J175831.5-273703,3736336224316557881,3736336224315506688,269.63135,-27.61765,2.013,2.58296,-1.77252,0.24,21.217,0.314,-888.0,-999.0,4,-999,-999.0,573.5,0.121,4.255,3.487,0.841,2.293,1.471,1.044,1.009,0.663,0.644,0.452,0.24,0.169,0.164,0.217,0.21,1.137,0.314,5.396,3.013,1.426,85.371,0.527,12.425,0.319,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,3736336224316557881,3736336224316557881,-999.0,21.217,-999.0,0.314,0,4.463,0.327
002.5-05.4,KFL~14,18,13,0.7,-,29,25,10.56,273.253,-29.4196,T,1992secg.book.....A,23.1,-999.0,B,a;,GALEX~J181301.0-292512,6388050489934616709,6388050489933561856,273.25433,-29.42012,0.424,2.55331,-5.43032,0.6,20.529,0.359,-888.0,-999.0,33,-999,-999.0,29.379,0.577,3.811,2.245,1.46,1.049,0.834,0.987,0.696,-0.093,3.521,1.127,0.521,0.552,0.86,0.826,0.501,0.449,0.359,3.5,1.432,0.699,2.497,0.512,5.965,0.88,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6388050489934616709,6388050489934616709,-999.0,20.529,-999.0,0.359,0,4.575,-0.253
002.6+08.1,H~1-11,17,21,17.7,-,22,18,35.32,260.32373,-22.30981,T,1992secg.book.....A,6.0,6.0,E,,GALEX~J172117.7-221834,6383370983479182386,6383370983478132736,260.32385,-22.30962,1.107,2.62219,8.19044,0.305,19.641,0.131,-888.0,-999.0,0,-999,-999.0,73.484,0.107,1.462,0.748,-0.627,0.134,-0.211,-0.314,-0.431,-0.538,0.38,0.22,0.155,0.129,0.137,0.146,0.163,-0.439,0.131,3.5,2.621,1.628,84.615,0.379,8.0,0.98,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6383370983479182386,6383370983479182386,-999.0,19.641,-999.0,0.131,0,0.812,0.003
002.7-11.3,CGMW~4-2085,18,38,7.7,-,31,52,57.04,279.53213,-31.88251,T,2012IAUS..283..414K,17.0,15.0,R,m;s;,GALEX~J183807.7-315257,3737884336688464615,3737884336687415296,279.53235,-31.8826,0.144,2.7738,-11.36067,0.519,18.428,0.039,-888.0,-999.0,17,-999,-999.0,339.0,0.034,1.209,0.415,-1.671,-0.512,-1.153,-1.503,-1.632,-1.66,0.16,0.096,0.057,0.04,0.034,0.035,0.04,-1.652,0.039,3.5,3.24,3.05,-29.061,0.059,7.413,0.016,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6379887730711593653,-999.0,-999.0,-999.0,-999.0,-99,0.749,0.249
002.7-11.3,CGMW~4-2085,18,38,7.7,-,31,52,57.04,279.53213,-31.88251,T,2012IAUS..283..414K,17.0,15.0,R,m;s;,GALEX~J183807.8-315256,6379887714536266603,6379887714535211008,279.53256,-31.88239,0.144,2.77407,-11.36075,0.549,18.325,0.087,-888.0,-999.0,17,-999,-999.0,56.867,0.077,1.033,0.187,-1.736,-0.674,-1.255,-1.514,-1.687,-1.726,0.378,0.22,0.129,0.094,0.086,0.085,0.095,-1.755,0.087,3.5,3.588,2.463,-30.195,0.314,12.707,0.019,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,3,-99,,6379887730711593653,-999.0,-999.0,-999.0,-999.0,-99,1.392,0.159
002.7-11.3,CGMW~4-2085,18,38,7.7,-,31,52,57.04,279.53213,-31.88251,T,2012IAUS..283..414K,17.0,15.0,R,m;s;,GALEX~J183807.8-315256,3737884336722019033,3737884336720969728,279.53262,-31.88242,0.144,2.77407,-11.36081,0.527,18.356,0.039,-888.0,-999.0,5,-999,-999.0,286.125,0.036,1.035,0.152,-1.726,-0.751,-1.29,-1.588,-1.69,-1.715,0.173,0.098,0.054,0.04,0.036,0.037,0.042,-1.724,0.039,3.5,3.578,2.429,-40.291,0.321,6.661,0.016,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,4,-99,,6379887730711593653,-999.0,-999.0,-999.0,-999.0,-99,1.543,0.198
002.7-11.3,CGMW~4-2085,18,38,7.7,-,31,52,57.04,279.53213,-31.88251,T,2012IAUS..283..414K,17.0,15.0,R,m;s;,GALEX~J183807.8-315255,6379887730711593653,6379887730708447232,279.53248,-31.88213,0.144,2.77428,-11.36058,0.482,18.243,0.074,18.004,0.093,1,0,60.867,63.633,0.066,0.6,-0.084,-1.849,-0.91,-1.46,-1.673,-1.791,-1.765,0.269,0.182,0.108,0.075,0.071,0.074,0.086,-1.837,0.074,3.5,3.595,2.176,-27.052,0.395,11.496,0.044,-0.848,0.088,1.246,0.449,-0.134,-0.537,-0.764,-0.826,-0.904,0.359,0.19,0.136,0.104,0.094,0.094,0.095,-0.816,0.093,3.845,2.492,2.009,-64.832,0.194,8.087,0.903,1,5,6379887730711593653+3737884336688464615+6379887714536266603+3737884336722019033+6379887730743050716,6379887730711593653,18.004,18.348,0.093,0.063,0,1.732,0.113
